feature1,feature2,label
-1.1867969669110003,-1.8005788136688046,1.0
-0.23742254958943754,-12.531675182626094,0.0
1.5580684241252445,-1.496771794089236,1.0
1.5319495552648896,-0.3602215259325636,1.0
-0.7093940018374241,-9.807178266559493,0.0
-2.6334710592656774,-10.367933776646343,0.0
-4.9322533219414915,-9.3123856062172,0.0
-0.7992502848131422,-2.02544796392226,1.0
1.2638642679415024,-0.4638057363977448,1.0
-0.7244351521650735,-7.442024569433279,0.0
-4.340586530252997,-9.412092078729628,0.0
-4.082237939005569,-6.884698364471472,0.0
-0.5420229196228625,-1.965814382651016,1.0
3.605967840282534,-1.9648034619234316,1.0
2.2976468538916004,-2.924188009898125,1.0
1.1749079299416758,-2.563795275547303,1.0
0.1638253982293496,-0.8442619278642254,1.0
-1.7654720622747107,-8.845738301643353,0.0
1.3554090008367214,-0.5474136742473571,1.0
-2.3279868820645078,-10.874813250227902,0.0
-0.37782823665912524,-9.47598612737047,0.0
2.299510704486497,-0.4043419524627758,1.0
-0.5331917346096937,-9.291719100482414,0.0
2.692368671474205,-0.7380948835136028,1.0
1.7631267240381825,-1.795818335821041,1.0
1.1804850271529497,-0.15879893305563453,1.0
1.2806100274858498,-2.286865665325836,1.0
-2.9282103776540094,-7.1047447788486595,0.0
0.07510743232246753,-1.8204458392736222,1.0
-0.5257798314228606,-11.349407493353022,0.0
0.7710287708082302,0.9586032252504038,1.0
2.2374372034942738,-0.3476191967187825,1.0
2.5427931564656148,-1.7870557996855223,1.0
-3.9702553349522196,-10.74409641192648,0.0
2.561466539031941,0.7599718889669895,1.0
-1.6224732944509763,-12.585893757440349,0.0
1.8222451009804814,-2.5542166663717083,1.0
-1.2177928676623195,-11.15836353111245,0.0
-0.8388941900694697,1.4131628147351258,1.0
0.9214150587001946,-9.984991371227945,0.0
2.545555396659565,-11.691235235142003,0.0
-0.6298574620450685,-7.563906518034372,0.0
-2.7649376405374095,1.4454395380675407,1.0
-1.9731099793899955,-8.955142622310554,0.0
0.29073016823683506,-3.175632608303745,1.0
0.5248435530862172,1.9234649860320925,1.0
-0.9559279477644018,-12.26939394262742,0.0
1.4087873214375009,-10.12499534120694,0.0
-0.7073026059698794,-8.63206220127849,0.0
0.10261618325027233,0.43069870394251053,1.0
-2.2365844758863767,-11.262893793020101,0.0
1.083943231078551,-3.3014354674372477,1.0
3.6395161445071746,-8.025183383381764,0.0
-0.04304744900445234,-7.609155982546623,0.0
0.4801952905825053,-12.996880149942116,0.0
-1.564305854228496,-9.59730336147161,0.0
-0.8952462791579814,-10.964643936596607,0.0
-2.2321209149289682,-8.718880999417026,0.0
-3.408317783882726,-9.85913654099691,0.0
-2.5238048906820927,-9.349910035829677,0.0
0.7307542919720429,-3.4492672959806323,1.0
3.238677241857912,-3.5902188090231233,1.0
-0.5987990583220744,-1.4563273835129396,1.0
-1.750364252650038,-8.324957756338057,0.0
-0.7332548586375398,-1.9333358539173673,1.0
-1.6943711955360314,-10.256801204041054,0.0
1.540829832235444,-0.1324290975274145,1.0
-2.296615323151987,-11.6406339035501,0.0
2.081279446609771,-1.832763836352008,1.0
1.0420977615429199,-3.754392484841725,1.0
-1.767676399732604,-10.321827122798869,0.0
0.31190777550001747,-0.52199607143629,1.0
0.44653092015519513,-2.607521364132555,1.0
-0.28174369649841613,-2.5720648426670896,1.0
0.7336428097359706,-1.8865717493846754,1.0
-1.8436060917784154,-9.593181507783145,0.0
2.5355269063083985,-2.376371736799318,1.0
-0.9737899887887569,-7.371431000950118,0.0
2.9965988100852656,-0.8396081433673144,1.0
2.434422474839025,-0.1559966268843085,1.0
3.8929850070977996,-2.899746636090223,1.0
-0.9831013470568735,-4.331942535386343,1.0
-1.782356403113032,-0.7978200516360827,1.0
1.4971121502382223,1.5630117161359167,1.0
-0.3630907877993488,-9.409519475639891,0.0
0.8698814950244874,-1.7505520249089486,1.0
-2.5683544685251976,-1.2057722447134558,1.0
-0.6073511281008019,-2.2729488653418812,1.0
0.5197097421200224,-3.3185553016327796,1.0
-2.979801867675399,-8.831836531457137,0.0
-2.597263797020438,-9.716126619019109,0.0
1.0791259773558488,-1.0549194176591337,1.0
0.13617714574931883,-0.8549040466395597,1.0
1.908465687184169,-0.6583067969701538,1.0
-0.08133196460740177,-7.587554868454943,0.0
-0.4936573121444019,-8.37855599934437,0.0
-3.5038001738939313,-8.212007525679054,0.0
7.156288493281984,-0.06187083166659546,1.0
0.9899398894596902,-1.5024899717874018,1.0
-1.2800873149525307,-8.66794650521863,0.0
-1.909076680388958,-9.679968711097288,0.0
-1.852376679807554,-9.381741849722957,0.0
2.621959163607328,0.05971694552642215,1.0
-0.8898912699446047,0.1136933592767535,1.0
-0.5273161469879548,-10.747795919186967,0.0
3.2908900320496173,-4.27232080832343,1.0
0.22044687266611773,-10.053114139715198,0.0
-1.4517339027051057,-10.22873665432481,0.0
-1.7883349062037193,-9.835751409721075,0.0
-1.4850508792881882,-2.3070448311357086,1.0
-0.4529208903402884,-6.043163344219737,0.0
1.1212962077081583,-0.2955507307511229,1.0
0.38361296488254704,-12.128851955855808,0.0
-2.867030285453433,-10.844986785832448,0.0
-3.8870412137367767,-7.92023943335608,0.0
-1.683687397483945,-6.134425180112267,0.0
-5.2692761417351575,-9.61865429777816,0.0
-1.3087977019416521,-7.718973534191737,0.0
-0.15215468333760396,-10.97211683812006,0.0
1.5880297956042457,-1.7654783011183595,1.0
-1.885940361166834,-11.55825336324597,0.0
0.7707511787307619,-7.654646913857738,0.0
-1.5549868178292967,-7.951693269388318,0.0
-0.7082281669717445,-2.354683478980143,1.0
-0.23580498774277903,-8.43535095502678,0.0
-1.7362316153618982,-5.60353306134535,0.0
-2.3589827192999406,-10.356597255310685,0.0
-1.5778515590698667,-1.4085114936305163,1.0
1.578694232290326,0.16971197070838473,1.0
0.4621802789512346,-8.902358292036782,0.0
-2.259977358847978,-8.217790941085163,0.0
